name,cases,year
NIU,-1,2016
MKD,-1,2016
NOR,100,2016
OMN,100,2016
PAK,6000,2016
PLW,-1,2016
PAN,-1,2016
PNG,520,2016
PRY,500,2016
PER,1600,2016
PHL,570,2016
POL,-1,2016
PRT,500,2016
QAT,100,2016
KOR,-1,2016
MDA,570,2016
ROU,500,2016
RUS,-1,2016
RWA,3600,2016
KNA,-1,2016
LCA,-1,2016
VCT,-1,2016
WSM,-1,2016
SMR,-1,2016
STP,-1,2016
SAU,-1,2016
SEN,2000,2016
SRB,100,2016
SYC,-1,2016
SLE,4300,2016
SGP,100,2016
SVK,100,2016
SVN,-1,2016
SLB,-1,2016
SOM,650,2016
ZAF,82000,2016
SDS,8900,2016
ESP,870,2016
LKA,200,2016
SDN,2500,2016
SUR,200,2016
SWE,-1,2016
CHE,200,2016
SYR,100,2016
TJK,200,2016
THA,16000,2016
GBR,-1,2016
TLS,100,2016
TGO,4500,2016
TON,-1,2016
TTO,500,2016
TUN,200,2016
TUR,-1,2016
TKM,-1,2016
TUV,-1,2016
UGA,27000,2016
UKR,9200,2016
ARE,-1,2016
TZA,41000,2016
USA,8400,2016
URY,500,2016
UZB,970,2016
VUT,-1,2016
VEN,2100,2016
VNM,4300,2016
YEM,500,2016
ZMB,22000,2016
ZWE,28000,2016
AFG,500,2015
ALB,100,2015
DZA,200,2015
AND,-1,2015
AGO,15000,2015
ATG,-1,2015
ARG,1300,2015
ARM,-1,2015
AUS,100,2015
AUT,-1,2015
AZE,510,2015
BHS,200,2015
BHR,100,2015
BGD,500,2015
BRB,100,2015
BLR,500,2015
BEL,-1,2015
BLZ,200,2015
BEN,2500,2015
BTN,100,2015
BOL,980,2015
BIH,-1,2015
BWA,5000,2015
BRA,16000,2015
BRN,-1,2015
BGR,100,2015
BFA,3900,2015
BDI,3200,2015
CPV,100,2015
KHM,2000,2015
CMR,25000,2015
CAN,-1,2015
CAF,5600,2015
TCD,4300,2015
CHL,-1,2015
CHN,-1,2015
COL,3800,2015
COM,100,2015
COG,6100,2015
COK,-1,2015
CRI,500,2015
CIV,21000,2015
HRV,100,2015
CUB,500,2015
CYP,100,2015
CZE,-1,2015
PRK,-1,2015
COD,35000,2015
DNK,100,2015
DJI,610,2015
DMA,-1,2015
DOM,2900,2015
ECU,1000,2015
EGY,500,2015
SLV,560,2015
GNQ,1900,2015
ERI,500,2015
EST,-1,2015
SWZ,3500,2015
ETH,16000,2015
FJI,100,2015
FIN,-1,2015
